Bin Id,Bin Id,dereplication,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,QC,final_quality_assessment,gtdbtk_classify,note,,,,
H53R202um_2022HA_B0092.fasta,H53R202um_2022HA_B0092,yes,k__Bacteria (UID1453),901,171,117,51,120,0,0,0,0,61.79,0,0,61.79,medium,d__Bacteria;p__Patescibacteria;c__ABY1;o__Magasanikbacterales;f__UBA922;g__2-12-FULL-43-12;s__,.,,,,
H32R202um_2022HA_B0020.fasta,H32R202um_2022HA_B0020,yes,k__Bacteria (UID1453),901,171,117,56,115,0,0,0,0,61.77,0,0,61.77,medium,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__SURF-38;f__;g__;s__,.,,,,
H43-bin213_1-contigs.fasta,H43-bin213_1-contigs,yes,k__Archaea (UID2),207,149,107,48,101,0,0,0,0,61.77,0,0,61.77,medium,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Pacearchaeales;f__UBA73;g__UBA73;s__,.,,,,
H53R102um_2022HA_B0032.fasta,H53R102um_2022HA_B0032,yes,k__Bacteria (UID2495),2993,147,91,43,102,2,0,0,0,61.7,2.2,50,50.7,medium,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Fen-1231;s__,.,,,,
H51-bin219-contigs.fasta,H51-bin219-contigs,yes,k__Archaea (UID2),207,149,107,48,98,3,0,0,0,61.68,1.87,0,52.33,medium,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__GW2011-AR9;g__GW2011-AR9;s__,.,,,,
H32-bin035-contigs.fasta,H32-bin035-contigs,yes,k__Bacteria (UID203),5449,104,58,31,72,1,0,0,0,61.6,0.34,100,59.9,medium,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983;f__Zambryskibacteraceae;g__;s__,.,,,,
H41R201um_2022_B0073.fasta,H41R201um_2022_B0073,yes,k__Archaea (UID2),207,149,107,46,103,0,0,0,0,61.6,0,0,61.6,medium,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Pacearchaeales;f__UBA73;g__UBA73;s__,.,,,,
H51-bin128_1-contigs.fasta,H51-bin128_1-contigs,yes,k__Bacteria (UID2495),2993,143,89,45,97,1,0,0,0,61.6,1.12,100,56,medium,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA6257;f__WO2-44-18;g__;s__,.,,,,
H32R302um_2022HA_B0142.fasta,H32R302um_2022HA_B0142,yes,k__Bacteria (UID1452),924,151,101,51,99,1,0,0,0,61.55,0.11,100,61,medium,d__Bacteria;p__Patescibacteria;c__ABY1;o__Buchananbacterales;f__2-01-FULL-39-33;g__;s__,.,,,,
H51R101um_2022_B0035.fasta,H51R101um_2022_B0035,yes,k__Bacteria (UID2495),2993,143,89,39,104,0,0,0,0,61.54,0,0,61.54,medium,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA6257;f__UBA9933;g__;s__,.,,,,
H51-bin313_1-contigs.fasta,H51-bin313_1-contigs,yes,p__Euryarchaeota (UID3),148,188,125,61,126,1,0,0,0,61.51,0.8,0,57.51,medium,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__RBG-16-68-12;f__RBG-16-68-12;g__;s__,.,,,,
H52R301um_2022_B0086.fasta,H52R301um_2022_B0086,yes,k__Archaea (UID2),207,149,107,60,89,0,0,0,0,61.45,0,0,61.45,medium,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Pacearchaeales;f__GW2011-AR1;g__ASMP01;s__,.,,,,
H52R201um_2022_B0106.fasta,H52R201um_2022_B0106,yes,k__Bacteria (UID203),5449,104,58,33,71,0,0,0,0,61.42,0,0,61.42,medium,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983;f__Zambryskibacteraceae;g__;s__,.,,,,
H51-bin331_1-contigs.fasta,H51-bin331_1-contigs,yes,k__Bacteria (UID1452),924,151,101,44,106,1,0,0,0,61.39,0.11,0,60.84,medium,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__AWTP1-31;g__;s__,.,,,,
H14R202um_2022HA_B0055.fasta,H14R202um_2022HA_B0055,yes,k__Archaea (UID2),207,149,107,52,96,1,0,0,0,61.38,0.93,0,56.73,medium,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Pacearchaeales;f__UBA73;g__UBA73;s__,.,,,,
H43-bin061_1-contigs.fasta,H43-bin061_1-contigs,yes,k__Bacteria (UID1452),924,151,101,43,107,1,0,0,0,61.35,0.99,0,56.4,medium,d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Levybacterales;f__UBA12049;g__2-01-FULL-39-10-A;s__,.,,,,
H41-bin223_1-contigs.fasta,H41-bin223_1-contigs,yes,k__Bacteria (UID2565),2921,143,88,49,93,1,0,0,0,61.3,1.14,0,55.6,medium,d__Bacteria;p__Planctomycetota;c__MHYJ01;o__;f__;g__;s__,.,,,,
H52R201um_2022_B0100.fasta,H52R201um_2022_B0100,yes,c__Betaproteobacteria (UID3959),235,418,210,151,260,7,0,0,0,61.28,1.16,42.86,55.48,medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Gallionellaceae;g__Gallionella;s__,.,,,,
H43-bin178_1-contigs.fasta,H43-bin178_1-contigs,yes,k__Bacteria (UID2495),2993,143,89,48,95,0,0,0,0,61.26,0,0,61.26,medium,d__Bacteria;p__UBA9089;c__UBA9088;o__UBA9088;f__;g__;s__,.,,,,
H52-bin148_1-contigs.fasta,H52-bin148_1-contigs,yes,k__Bacteria (UID1452),924,161,108,54,105,2,0,0,0,61.26,1.23,50,55.11,medium,d__Bacteria;p__Patescibacteria;c__ABY1;o__UBA9570;f__;g__;s__,.,,,,
H51R301um_2022_B0062.fasta,H51R301um_2022_B0062,yes,k__Archaea (UID2),207,145,103,48,95,1,1,0,0,61.25,1.46,25,53.95,medium,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosarchaeum;s__,.,,,,
H32R102um_2022HA_B0036.fasta,H32R102um_2022HA_B0036,yes,k__Archaea (UID2),207,149,107,51,97,1,0,0,0,61.23,0.93,0,56.58,medium,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Pacearchaeales;f__UBA73;g__UBA73;s__,.,,,,
H52R201um_2022_B0103.fasta,H52R201um_2022_B0103,yes,k__Bacteria (UID203),5449,104,58,27,76,1,0,0,0,61.21,1.72,0,52.61,medium,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983;f__UBA11359_A;g__2-02-FULL-44-35;s__,.,,,,
H32R101um_2022_B0067.fasta,H32R101um_2022_B0067,yes,k__Bacteria (UID1452),924,151,101,46,104,1,0,0,0,61.19,0.09,100,60.74,medium,d__Bacteria;p__Patescibacteria;c__UBA1384;o__2-12-FULL-50-11;f__2-12-FULL-50-11;g__;s__,.,,,,
H41-bin150_1-contigs.fasta,H41-bin150_1-contigs,yes,k__Bacteria (UID203),5449,104,58,26,78,0,0,0,0,61.18,0,0,61.18,medium,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983;f__Zambryskibacteraceae;g__UBA5004;s__,.,,,,
H51-bin235_1-contigs.fasta,H51-bin235_1-contigs,yes,k__Bacteria (UID209),5443,105,59,30,74,1,0,0,0,61.16,0.15,0,60.41,medium,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA6257;f__UBA9933;g__;s__,.,,,,
H32R302um_2022HA_B0009.fasta,H32R302um_2022HA_B0009,yes,k__Archaea (UID2),207,149,107,48,101,0,0,0,0,61.14,0,0,61.14,medium,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Pacearchaeales;f__GW2011-AR1;g__ASMP01;s__,.,,,,
H51-bin036_1-contigs.fasta,H51-bin036_1-contigs,yes,k__Archaea (UID2),207,149,107,48,100,1,0,0,0,61.14,0.93,100,56.49,medium,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Pacearchaeales;f__ARS1285;g__;s__,.,,,,
H41-bin187-contigs.fasta,H41-bin187-contigs,yes,k__Archaea (UID2),207,145,103,55,89,1,0,0,0,61.1,0.97,0,56.25,medium,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosarchaeum;s__,.,,,,
H51-bin170-contigs.fasta,H51-bin170-contigs,yes,k__Archaea (UID2),207,145,103,63,80,2,0,0,0,61.06,1.46,50,53.76,medium,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosarchaeum;s__,.,,,,
H41-bin131_1-contigs.fasta,H41-bin131_1-contigs,yes,k__Bacteria (UID1452),924,161,108,51,109,1,0,0,0,61.05,0.93,100,56.4,medium,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__GWC2-36-17;f__M10-OD1-4;g__MEYI01;s__,.,,,,
H51-bin005_1-contigs.fasta,H51-bin005_1-contigs,yes,k__Bacteria (UID2495),2993,143,89,41,101,1,0,0,0,61.05,1.12,0,55.45,medium,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA6257;f__2-01-FULL-56-20;g__MHLB01;s__,.,,,,
H14R302um_2022HA_B0078.fasta,H14R302um_2022HA_B0078,yes,k__Bacteria (UID2495),2993,147,91,55,90,2,0,0,0,60.97,0.65,0,57.72,medium,d__Bacteria;p__Omnitrophota;c__Koll11;o__UBA10015;f__Kpj58rc;g__UBA10015;s__,.,,,,
H32R101um_2022_B0012.fasta,H32R101um_2022_B0012,yes,k__Bacteria (UID2495),2993,143,89,42,101,0,0,0,0,60.97,0,0,60.97,medium,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA6257;f__UBA9933;g__;s__,.,,,,
H32R302um_2022HA_B0153.fasta,H32R302um_2022HA_B0153,yes,k__Bacteria (UID2565),2921,143,88,58,82,3,0,0,0,60.89,1.34,0,54.19,medium,d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA2386;f__UBA2386;g__;s__,.,,,,
H32-bin041_1-contigs.fasta,H32-bin041_1-contigs,yes,k__Archaea (UID2),207,145,103,59,85,1,0,0,0,60.86,0.97,0,56.01,medium,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__UBA8516;s__,.,,,,
H41-bin109_1-contigs.fasta,H41-bin109_1-contigs,yes,k__Bacteria (UID3187),2258,181,110,54,127,0,0,0,0,60.8,0,0,60.8,medium,d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__UBA1546;g__UBA1546;s__,.,,,,
H14-bin058_1-contigs.fasta,H14-bin058_1-contigs,yes,k__Bacteria (UID3187),2258,188,117,70,116,2,0,0,0,60.73,1.03,50,55.58,medium,d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__CSP1-6;s__,.,,,,
H53R101um_2022_B0057.fasta,H53R101um_2022_B0057,yes,k__Bacteria (UID2495),2993,143,89,63,78,2,0,0,0,60.72,0.75,0,56.97,medium,d__Bacteria;p__Spirochaetota;c__UBA4802;o__;f__;g__;s__,.,,,,
H51-bin215_1-contigs.fasta,H51-bin215_1-contigs,yes,p__Proteobacteria (UID3880),1495,261,164,96,161,4,0,0,0,60.71,0.9,25,56.21,medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidiferrobacterales;f__Sulfurifustaceae;g__;s__,.,,,,
H51R302um_2022HA_B0104.fasta,H51R302um_2022HA_B0104,yes,k__Bacteria (UID2495),2993,147,91,47,97,3,0,0,0,60.71,0.71,0,57.16,medium,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__PCPOR2b;g__;s__,.,,,,
H43-bin068_1-contigs.fasta,H43-bin068_1-contigs,yes,k__Bacteria (UID1453),901,171,117,52,117,2,0,0,0,60.66,1.71,0,52.11,medium,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983;f__UBA2163;g__GWA1-54-10;s__,.,,,,
H51-bin222_1-contigs.fasta,H51-bin222_1-contigs,yes,k__Bacteria (UID1452),924,151,101,45,99,7,0,0,0,60.64,1.57,14.29,52.79,medium,d__Bacteria;p__Patescibacteria;c__ABY1;o__Magasanikbacterales;f__UBA10197;g__;s__,.,,,,
H32R101um_2022_B0106.fasta,H32R101um_2022_B0106,yes,k__Bacteria (UID203),5449,104,58,35,65,4,0,0,0,60.63,0.63,0,57.48,medium,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983;f__UBA2163;g__C7867-001;s__,.,,,,
H53R102um_2022HA_B0055.fasta,H53R102um_2022HA_B0055,yes,k__Bacteria (UID203),5449,104,58,26,77,1,0,0,0,60.63,0.16,0,59.83,medium,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983;f__UBA2163;g__C7867-001;s__,.,,,,
H43-bin081_1-contigs.fasta,H43-bin081_1-contigs,yes,k__Bacteria (UID1452),924,161,108,47,114,0,0,0,0,60.62,0,0,60.62,medium,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Paceibacterales;f__Staskawiczbacteraceae;g__UBA11703;s__,.,,,,
H51-bin106_1-contigs.fasta,H51-bin106_1-contigs,yes,k__Archaea (UID2),207,149,107,49,99,1,0,0,0,60.59,0.31,0,59.04,medium,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Pacearchaeales;f__PFCU01;g__PFCU01;s__,.,,,,
H51-bin307_1-contigs.fasta,H51-bin307_1-contigs,yes,k__Bacteria (UID3187),2258,181,110,74,104,3,0,0,0,60.56,1.27,66.67,54.21,medium,d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira_D;s__,.,,,,
H52R302um_2022HA_B0063.fasta,H52R302um_2022HA_B0063,yes,k__Bacteria (UID1452),924,151,101,45,106,0,0,0,0,60.56,0,0,60.56,medium,d__Bacteria;p__Patescibacteria;c__ABY1;o__SCPX01;f__SCPX01;g__SCPX01;s__,.,,,,
H43-bin183_1-contigs.fasta,H43-bin183_1-contigs,yes,k__Bacteria (UID1452),924,160,109,48,112,0,0,0,0,60.55,0,0,60.55,medium,d__Bacteria;p__Patescibacteria;c__UBA1384;o__2-12-FULL-50-11;f__2-12-FULL-50-11;g__;s__,.,,,,
H41R202um_2022HA_B0148.fasta,H41R202um_2022HA_B0148,yes,k__Bacteria (UID1452),924,163,110,55,105,3,0,0,0,60.54,1.9,0,51.04,medium,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__;g__;s__,.,,,,
H51-bin030_1-contigs.fasta,H51-bin030_1-contigs,yes,k__Bacteria (UID203),5449,104,58,27,77,0,0,0,0,60.48,0,0,60.48,medium,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__2-02-FULL-40-12;f__2-02-FULL-40-12;g__2-02-FULL-40-12;s__,.,,,,
H52-bin136-contigs.fasta,H52-bin136-contigs,yes,p__Bacteroidetes (UID2591),364,303,203,113,184,6,0,0,0,60.45,1.53,16.67,52.8,medium,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Sediminibacterium;s__,.,,,,
H52R102um_2022HA_B0160.fasta,H52R102um_2022HA_B0160,yes,k__Bacteria (UID1452),924,151,101,51,100,0,0,0,0,60.39,0,0,60.39,medium,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__;g__;s__,.,,,,
H32R302um_2022HA_B0053.fasta,H32R302um_2022HA_B0053,yes,k__Bacteria (UID2565),2921,152,93,54,96,2,0,0,0,60.38,1.61,0,52.33,medium,d__Bacteria;p__Omnitrophota;c__Koll11;o__UBA9649;f__UBA9649;g__2-02-FULL-67-20;s__,.,,,,
H51R202um_2022HA_B0031.fasta,H51R202um_2022HA_B0031,yes,k__Bacteria (UID2565),2921,152,93,52,96,4,0,0,0,60.36,1.63,50,52.21,medium,d__Bacteria;p__Planctomycetota;c__J132;o__;f__;g__;s__,.,,,,
H43-bin044_1-contigs.fasta,H43-bin044_1-contigs,yes,k__Bacteria (UID2495),2993,143,89,57,83,3,0,0,0,60.35,1.79,33.33,51.4,medium,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA6257;f__2-01-FULL-56-20;g__;s__,.,,,,
H14-bin022_1-contigs.fasta,H14-bin022_1-contigs,yes,k__Bacteria (UID1452),924,160,109,48,111,1,0,0,0,60.34,0.18,0,59.44,medium,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__2-02-FULL-40-12;f__GWA2-44-9;g__;s__,.,,,,
H52-bin028_1-contigs.fasta,H52-bin028_1-contigs,yes,k__Bacteria (UID203),5449,104,58,62,42,0,0,0,0,60.34,0,0,60.34,medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidiferrobacterales;f__Sulfurifustaceae;g__SCRL01;s__,.,,,,
H52R102um_2022_B0089.fasta,H52R102um_2022_B0089,yes,k__Bacteria (UID203),5449,104,58,55,49,0,0,0,0,60.34,0,0,60.34,medium,d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Levybacterales;f__UBA12049;g__;s__,.,,,,
H51-bin003_1-contigs.fasta,H51-bin003_1-contigs,yes,k__Bacteria (UID1452),924,161,108,50,111,0,0,0,0,60.31,0,0,60.31,medium,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Ryanbacterales;f__GWA2-47-10b;g__;s__,.,,,,
H41-bin034_1-contigs.fasta,H41-bin034_1-contigs,yes,k__Bacteria (UID203),5449,104,58,32,64,8,0,0,0,60.28,1.96,0,50.48,medium,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983;f__UBA11359;g__;s__,.,,,,
H51R101um_2022_B0042.fasta,H51R101um_2022_B0042,yes,k__Bacteria (UID3187),2258,181,110,62,118,1,0,0,0,60.19,0.3,0,58.69,medium,d__Bacteria;p__Nitrospirota;c__Nitrospiria_A;o__HDB-SIOI813;f__HDB-SIOI813;g__RBG-16-43-11;s__RBG-16-43-11 sp001805165,.,,,,
H52R202um_2022HA_B0151.fasta,H52R202um_2022HA_B0151,yes,k__Bacteria (UID2495),2993,143,89,42,101,0,0,0,0,60.17,0,0,60.17,medium,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA6257;f__Colwellbacteraceae;g__2-12-FULL-43-11;s__,.,,,,
H32-bin092_1-contigs.fasta,H32-bin092_1-contigs,yes,k__Bacteria (UID1452),924,160,109,47,113,0,0,0,0,60.09,0,0,60.09,medium,d__Bacteria;p__Patescibacteria;c__ABY1;o__UBA10025;f__PEXW01;g__;s__,.,,,,
H43-bin210_1-contigs.fasta,H43-bin210_1-contigs,yes,k__Bacteria (UID2495),2993,143,89,50,93,0,0,0,0,60.09,0,0,60.09,medium,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA6257;f__2-01-FULL-56-20;g__;s__,.,,,,
H52-bin089_1-contigs.fasta,H52-bin089_1-contigs,yes,k__Bacteria (UID1452),924,151,101,47,104,0,0,0,0,60.07,0,0,60.07,medium,d__Bacteria;p__Patescibacteria;c__ABY1;o__;f__;g__;s__,.,,,,
H52-bin144_1-contigs.fasta,H52-bin144_1-contigs,yes,p__Actinobacteria (UID1454),732,199,116,62,131,6,0,0,0,59.91,1.38,16.67,53.01,medium,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__BMS3ABIN01;f__BMS3ABIN01;g__;s__,.,,,,
H43-bin112_1-contigs.fasta,H43-bin112_1-contigs,yes,k__Bacteria (UID1452),924,151,101,46,105,0,0,0,0,59.9,0,0,59.9,medium,d__Bacteria;p__Patescibacteria;c__ABY1;o__BM507;f__GWE2-39-37;g__;s__,.,,,,
H43-bin145_1-contigs.fasta,H43-bin145_1-contigs,yes,k__Bacteria (UID1452),924,151,101,44,107,0,0,0,0,59.87,0,0,59.87,medium,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Paceibacterales;f__Staskawiczbacteraceae;g__;s__,.,,,,
H53R302um_2022HA_B0005.fasta,H53R302um_2022HA_B0005,yes,k__Bacteria (UID1452),924,151,101,47,104,0,0,0,0,59.87,0,0,59.87,medium,d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__;f__;g__;s__,.,,,,
H43-bin087_1-contigs.fasta,H43-bin087_1-contigs,yes,k__Archaea (UID2),207,149,107,50,99,0,0,0,0,59.81,0,0,59.81,medium,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__SCGC-AAA011-G17;f__GW2011-AR20;g__GW2011-AR20;s__,.,,,,
H53R302um_2022HA_B0033.fasta,H53R302um_2022HA_B0033,yes,k__Bacteria (UID2565),2921,152,93,55,96,1,0,0,0,59.81,1.08,0,54.41,medium,d__Bacteria;p__Omnitrophota;c__Koll11;o__UBA10015;f__Kpj58rc;g__UBA10015;s__,.,,,,
H51R201um_2022_B0030.fasta,H51R201um_2022_B0030,yes,k__Bacteria (UID1453),901,171,117,54,117,0,0,0,0,59.8,0,0,59.8,medium,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983;f__UBA1539;g__UBA1550;s__,.,,,,
H52R202um_2022HA_B0005.fasta,H52R202um_2022HA_B0005,yes,k__Bacteria (UID1452),924,160,109,50,110,0,0,0,0,59.76,0,0,59.76,medium,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Spechtbacterales;f__2-12-FULL-38-22;g__2-12-FULL-38-22;s__,.,,,,
H32R102um_2022HA_B0013.fasta,H32R102um_2022HA_B0013,yes,k__Bacteria (UID203),5449,104,58,40,64,0,0,0,0,59.72,0,0,59.72,medium,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983;f__UBA2135;g__UBA2135;s__,.,,,,
H43-bin047_1-contigs.fasta,H43-bin047_1-contigs,yes,k__Bacteria (UID1452),924,160,109,46,113,1,0,0,0,59.63,0.92,0,55.03,medium,d__Bacteria;p__Patescibacteria;c__Paceibacteria_A;o__Moranbacterales;f__UBA1568;g__UBA1568;s__,.,,,,
H43-bin055_1-contigs.fasta,H43-bin055_1-contigs,yes,k__Bacteria (UID1453),901,171,117,55,114,2,0,0,0,59.63,1.71,0,51.08,medium,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983;f__UBA1539;g__;s__,.,,,,
H32R102um_2022HA_B0140.fasta,H32R102um_2022HA_B0140,yes,k__Bacteria (UID1452),924,151,101,47,102,2,0,0,0,59.61,1.1,0,54.11,medium,d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__UBA1400;f__MFAQ01;g__2-01-FULL-50-23;s__,.,,,,
H51-bin189_1-contigs.fasta,H51-bin189_1-contigs,yes,k__Bacteria (UID3187),2258,190,119,56,134,0,0,0,0,59.61,0,0,59.61,medium,d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__UBA9968;f__UBA9968;g__UBA9968;s__,.,,,,
H43-bin014_1-contigs.fasta,H43-bin014_1-contigs,yes,k__Archaea (UID2),207,149,107,49,100,0,0,0,0,59.58,0,0,59.58,medium,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Pacearchaeales;f__GW2011-AR1;g__;s__,.,,,,
H51R202um_2022HA_B0028.fasta,H51R202um_2022HA_B0028,yes,k__Bacteria (UID2565),2921,143,88,51,87,5,0,0,0,59.56,1.41,60,52.51,medium,d__Bacteria;p__Planctomycetota;c__Brocadiae;o__Brocadiales;f__2-02-FULL-50-16-A;g__2-12-FULL-52-36;s__,.,,,,
H43-bin218-contigs.fasta,H43-bin218-contigs,yes,k__Bacteria (UID1452),924,151,101,50,99,2,0,0,0,59.54,1.1,0,54.04,medium,d__Bacteria;p__Patescibacteria;c__ABY1;o__SG8-24;f__;g__;s__,.,,,,
H41R302um_2022HA_B0154.fasta,H41R302um_2022HA_B0154,yes,c__Alphaproteobacteria (UID3305),564,349,230,133,213,3,0,0,0,59.43,0.87,33.33,55.08,medium,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__UBA1936;s__,.,,,,
H32-bin019_1-contigs.fasta,H32-bin019_1-contigs,yes,k__Bacteria (UID1452),924,151,101,60,91,0,0,0,0,59.41,0,0,59.41,medium,d__Bacteria;p__Patescibacteria;c__Paceibacteria_A;o__Moranbacterales;f__UBA1568;g__UBA1568;s__,.,,,,
H41-bin149_1-contigs.fasta,H41-bin149_1-contigs,yes,k__Bacteria (UID1452),924,151,101,47,104,0,0,0,0,59.37,0,0,59.37,medium,d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__UBA10105;f__UBA927;g__MFJZ01;s__,.,,,,
H43-bin103_1-contigs.fasta,H43-bin103_1-contigs,yes,k__Bacteria (UID203),5449,104,58,36,68,0,0,0,0,59.35,0,0,59.35,medium,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983;f__UBA9983;g__SURF-57;s__,.,,,,
H51-bin029_1-contigs.fasta,H51-bin029_1-contigs,yes,k__Bacteria (UID1453),901,171,117,56,115,0,0,0,0,59.34,0,0,59.34,medium,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA6257;f__WO2-44-18;g__2011-GWA2-47-8b;s__,.,,,,
H51R302um_2022_B0004.fasta,H51R302um_2022_B0004,yes,k__Bacteria (UID2565),2921,152,93,60,90,2,0,0,0,59.33,1.17,50,53.48,medium,d__Bacteria;p__Omnitrophota;c__Koll11;o__UBA9649;f__UBA9649;g__2-02-FULL-67-20;s__,.,,,,
H41R301um_2022_B0087.fasta,H41R301um_2022_B0087,yes,k__Bacteria (UID203),5449,104,58,32,71,1,0,0,0,59.3,1.72,0,50.7,medium,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983;f__Zambryskibacteraceae;g__;s__,.,,,,
H51-bin245-contigs.fasta,H51-bin245-contigs,yes,k__Archaea (UID2),207,149,107,53,93,3,0,0,0,59.27,1.71,66.67,50.72,medium,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__GW2011-AR4;g__;s__,.,,,,
H41-bin157_1-contigs.fasta,H41-bin157_1-contigs,yes,k__Bacteria (UID1453),901,171,117,54,116,1,0,0,0,59.23,0.85,0,54.98,medium,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983;f__GCA-002724975;g__;s__,.,,,,
H41R302um_2022HA_B0039.fasta,H41R302um_2022HA_B0039,yes,k__Bacteria (UID2495),2993,143,89,57,83,3,0,0,0,59.21,0.73,66.67,55.56,medium,d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__UBA1565;f__UBA9628;g__;s__,.,,,,
H32-bin129_1-contigs.fasta,H32-bin129_1-contigs,yes,k__Archaea (UID2),207,149,107,51,95,3,0,0,0,59.2,1.56,0,51.4,medium,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Pacearchaeales;f__ARS1285;g__ARS1285;s__,.,,,,
H51-bin016_1-contigs.fasta,H51-bin016_1-contigs,yes,k__Bacteria (UID3187),2258,181,110,60,119,2,0,0,0,59.2,1.36,50,52.4,medium,d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__UBA1546;g__UBA1546;s__,.,,,,
H51-bin080_1-contigs.fasta,H51-bin080_1-contigs,yes,k__Bacteria (UID2495),2993,143,89,46,96,1,0,0,0,59.18,0.1,100,58.68,medium,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983;f__Zambryskibacteraceae;g__UBA5004;s__,.,,,,
